seq_id,ct10_id,municipal,nhd,county,years,pop,fi_p,unemp_p,pov_p,mhi,aa_p,lat_p,homeown_p,fi_num,snapbelowp,snapabovep,cost_index,short_week,short_year,weightcost,meal_gap,omad_goal,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
513,25017334100,Reading,,Middlesex,2015,7314,7.2,5.7,4.7,104318,1.8,6.9,69.8,530,57.7,42.3,1.189,20.66,330000,3.49,94600,31500,1,6718,2484,0,0,0,0,0,0,0,0,0,3.8,116179,0,1,0,1,0,0,0,0,0,4953.671341,0,0,457.014326,0,4953.671341,0.73737293,457.014326,0.068028331,1289.947053,0.192013554,537.3803878,0.079991126,4542.185235,0.676121649,78.44561305,0.01167693,241.7481043,0.03598513,0.780817032,0.000116228,4.257712994,0.000633777,86.2538409,0.012839214,101.4301069,0.015098259,22.44693919,0.00903661,38.02084163,0.015306297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,1772,763,6187,95,310,3,9,114,126,42,51
514,25017334200,Reading,,Middlesex,2015,3997,6.8,5.7,2.1,110046,0.2,2.1,74,270,57.7,42.3,1.189,20.66,170000,3.49,48800,16300,1,3968,1579,0,41,0.0103327,0,0,0,0,0,0,1.8,115517,1,1,1,1,1,0,0,0,565.6519003,3708.150992,565.6519003,19.6607254,252.0113712,19.6607254,3708.150992,0.934513859,252.0113712,0.06351093,931.3840561,0.234723804,536.8335306,0.135290708,3542.649582,0.892804834,12.56176403,0.003165767,88.25276312,0.02224112,0,0,4.00000003,0.001008065,60.68687971,0.015294073,64.5262651,0.01626166,80.85226717,0.051204729,25.97792614,0.016452138,565.6519003,0.142553402,19.6607254,0.00495482,149.8744172,0.03777077,71.94907256,0.018132327,552.4979788,0.139238402,1.066745445,0.000268837,6.46104541,0.001628288,0,0,1,0.000252016,4.626134485,0.001165861,5.161750913,0.001300844,1.971921575,0.001248842,3.672987653,0.002326148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,964,561,3770,19,108,0,4,67,70,97,28
515,25017334300,Reading,,Middlesex,2015,7491,3.6,3.1,0.7,123432,1.3,0.2,91.6,270,57.7,42.3,1.189,20.66,169000,3.49,48400,16100,1,7605,2548,0,118,0.0155161,0,0,0,0,0,0,1.1,142115,1,1,1,1,1,0,0,0,6293.4055,7576.928292,6293.4055,384.9582268,441.6927313,384.9582268,7576.928292,0.996308783,441.6927313,0.058079255,2051.866661,0.269804952,1076.029208,0.141489705,7261.995707,0.954897529,27.00000013,0.003550296,212.9999999,0.02800789,0,0,1.000000006,0.000131492,73.93252602,0.009721568,89.99999996,0.01183432,29.07710065,0.011411735,53.69625009,0.021073882,6293.4055,0.82753524,384.9582268,0.050619096,1690.168978,0.222244442,932.6713072,0.122639225,6036.952216,0.793813572,25.1393543,0.003305635,164.949259,0.02168958,0,0,1.000000006,0.000131492,65.36461731,0.008594953,75.72502442,0.009957268,27.18310043,0.010668407,44.60645921,0.01750646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,2060,1078,7290,27,213,0,1,74,90,30,55
516,25017334400,Reading,,Middlesex,2015,6555,6.9,4.1,3.6,89258,1.4,1.2,75.9,450,57.7,42.3,1.189,20.66,283000,3.49,81200,27100,1,6456,2694,0,22,0.0034077,0,0,0,0,1,0,2.7,119327,1,1,1,1,1,0,0,1,1356.025798,3376.618506,1356.025798,165.0131647,442.8485187,165.0131647,3376.618506,0.523020215,442.8485187,0.068594876,830.4302866,0.128629227,584.4673921,0.090530885,3127.628383,0.484452971,17.41617409,0.002697673,179.7115924,0.027836368,2.999999946,0.000464684,2.99999987,0.000464684,45.86235216,0.007103834,43.29115781,0.00670557,205.1431352,0.076148157,73.25669326,0.027192536,1356.025798,0.210041171,165.0131647,0.02555966,340.0870474,0.052677672,209.2075834,0.03240514,1279.70913,0.198220126,3.842220966,0.00059514,55.97099418,0.008669609,0.250650164,3.88E-05,0.501300327,7.76E-05,15.75149473,0.002439823,16.50872947,0.002557114,52.65462868,0.019545148,27.79787131,0.010318438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,1450,1088,5894,47,400,3,4,108,92,292,151
517,25017335100,Wakefield,,Middlesex,2015,5546,10.2,8.4,4.3,82500,1.9,1,68.8,570,57.7,42.3,1.189,20.66,354000,3.49,101600,33900,1,5728,2417,0,59,0.0103003,0,0,0,0,0,0,3.5,109669,1,1,1,1,1,0,0,0,1336.559961,3339.367862,1336.559961,26.94536299,151.4755112,26.94536299,3339.367862,0.582990199,151.4755112,0.026444747,745.8490025,0.130211069,536.5025899,0.093663162,3247.725451,0.566991175,16.25047712,0.002837025,44.87054529,0.007833545,0,0,1.664981339,0.000290674,28.85642256,0.005037783,36.1190724,0.006305704,17.74536972,0.007341899,91.05388662,0.037672274,1336.559961,0.233337982,26.94536299,0.004704149,309.7859817,0.054082748,198.4961746,0.034653662,1317.588483,0.230025922,3.019707514,0.000527184,9.504129972,0.001659241,0,0,0,0,6.447644668,0.001125636,15.46691922,0.00270023,4.018218634,0.001662482,34.27156697,0.014179382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,1159,808,5477,55,99,0,9,88,124,86,169
518,25017335200,Wakefield,,Middlesex,2015,6135,5.3,2.4,4.4,91175,1.3,3.6,79.3,330,57.7,42.3,1.189,20.66,204000,3.49,58400,19500,1,5637,2268,0,15,0.002661,0,0,0,0,0,0,4.5,107118,0,1,0,1,0,0,0,0,351.7457457,5038.893905,351.7457457,41.5292961,842.0106082,41.5292961,5038.893905,0.893896382,842.0106082,0.149372114,1121.782556,0.199003469,761.3199909,0.135057653,4782.29545,0.848375989,50.74079044,0.009001382,140.9765557,0.025009146,0,0,0.601911247,0.000106779,64.27920406,0.011403087,100.1848941,0.017772733,91.01813686,0.040131454,182.8192175,0.080608121,351.7457457,0.062399458,41.5292961,0.007367269,59.29421847,0.010518754,76.11971623,0.013503586,333.6658513,0.059192097,0.827937782,0.000146876,15.32360136,0.002718397,0,0,0,0,1.928352369,0.000342088,2.981276274,0.000528876,10.57525207,0.00466281,12.05778601,0.005316484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,1257,851,5360,56,149,0,2,70,111,94,206
519,25017335301,Wakefield,,Middlesex,2015,4377,10.2,5.1,12,77569,1.6,5.7,61.2,450,57.7,42.3,1.189,20.66,280000,3.49,80200,26700,1,3852,1700,0,19,0.0049325,0,0,0,0,0,0,12.2,111806,0,1,0,1,0,0,0,0,459.252763,2217.682387,459.252763,59.32014894,312.6072206,59.32014894,2217.682387,0.575722323,312.6072206,0.081154522,445.9702996,0.115776298,406.1957982,0.105450623,2066.303643,0.536423583,28.47334103,0.007391833,74.99653746,0.019469506,0,0,0.91403938,0.00023729,46.99482833,0.012200111,39.43587803,0.010237767,60.84615843,0.035791858,96.76993765,0.056923493,459.252763,0.119224497,59.32014894,0.015399831,103.879437,0.026967663,56.03699818,0.014547507,411.9917266,0.106955277,9.144404233,0.002373937,30.84119944,0.008006542,0,0,0.122113928,3.17E-05,7.153312638,0.001857039,13.2708477,0.003445184,11.96250892,0.00703677,17.98817524,0.01058128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923,734,599,3548,53,135,0,9,107,114,155,172
520,25017335302,Wakefield,,Middlesex,2015,5219,7,4.1,2.6,80357,2.2,2.8,72.1,370,57.7,42.3,1.189,20.66,229000,3.49,65600,21900,1,4621,1799,0,8,0.0017312,0,0,0,0,0,0,2.4,92048,0,1,0,1,0,0,0,0,314.2223672,3803.210692,314.2223672,119.5256166,474.5339007,119.5256166,3803.210692,0.823027633,474.5339007,0.102690738,891.5100799,0.192925791,554.8003283,0.120060664,3562.840354,0.77101068,15.36495778,0.003325029,127.4912991,0.027589548,0,0,4.378763825,0.000947579,93.13533187,0.0201548,101.2321204,0.021906973,87.0969168,0.048414073,44.88275188,0.024948723,314.2223672,0.067998781,119.5256166,0.025865747,79.45387564,0.017194087,51.39534629,0.011122126,272.9547096,0.059068321,2.496529181,0.000540257,14.34649749,0.00310463,0,0,0,0,24.4246315,0.005285573,21.9410586,0.004748119,14.29844496,0.007947996,3.738896465,0.002078319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,1043,662,4337,19,156,0,5,104,113,108,58
521,25017335400,Wakefield,,Middlesex,2015,4880,6.6,7.7,1.7,93885,0.9,3.6,86.6,320,57.7,42.3,1.189,20.66,202000,3.49,57800,19300,1,5094,1810,0,153,0.0300353,0,0,0,0,0,0,1.8,104918,1,1,1,1,1,0,0,0,2468.259122,4954.194833,2468.259122,178.5889166,378.6364758,178.5889166,4954.194833,0.972554934,378.6364758,0.074329893,1143.274764,0.224435564,729.736727,0.143254167,4714.718082,0.925543401,46.00000042,0.009030232,118.8059495,0.023322723,0,0,4.999999969,0.000981547,69.67078359,0.013677029,112.6343261,0.022111175,28.58497376,0.015792803,69.58290402,0.038443593,2468.259122,0.484542427,178.5889166,0.03505868,587.6635947,0.115363878,298.7098443,0.058639545,2348.766751,0.461084953,20.49192986,0.004022758,60.62246638,0.011900759,0,0,2.594196208,0.000509265,35.78376276,0.007024688,60.66926524,0.011909946,18.35194649,0.010139197,35.40529238,0.019560935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,1176,751,4851,46,121,0,5,71,113,27,69
522,25017336100,Melrose,,Middlesex,2015,5507,7.8,3.3,3.3,77341,8.8,4,68.1,430,57.7,42.3,1.189,20.66,269000,3.49,77100,25700,1,5360,2400,0,26,0.0048507,0,0,0,0,0,0,4,132881,0,1,0,1,0,0,0,0,0,3048.448642,0,0,510.913564,0,3048.448642,0.568740418,510.913564,0.095319695,700.6935421,0.130726407,509.4647681,0.095049397,2840.516686,0.529947143,47.27859166,0.008820633,85.24155252,0.015903275,1,0.000186567,2.999999925,0.000559701,71.41181717,0.0133231,59.39469379,0.0110811,77.67125229,0.032363022,141.3433364,0.058893057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,1102,997,4982,87,173,1,4,113,126,273,266
523,25017336200,Melrose,,Middlesex,2015,6095,3.3,1.3,3.4,117391,0.3,1.2,89.1,200,57.7,42.3,1.189,20.66,126000,3.49,36100,12000,1,6142,2235,0,128,0.0208401,0,0,0,0,0,0,3.3,140083,0,1,0,1,0,0,0,0,0,2076.248146,0,0,139.4074773,0,2076.248146,0.338041053,139.4074773,0.022697408,525.6362196,0.085580628,296.9933376,0.0483545,1998.779225,0.325428073,9.36504999,0.001524756,44.0765343,0.007176251,1,0.000162813,1.012854723,0.000164906,22.01449042,0.003584254,23.35596413,0.003802664,14.87858417,0.006657085,25.58011784,0.011445243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,1479,990,5820,56,169,1,4,92,105,79,76
524,25017336300,Melrose,,Middlesex,2015,6677,5.1,5.2,1.2,92755,0.1,5.5,83.1,340,57.7,42.3,1.189,20.66,213000,3.49,61100,20400,1,6664,2504,0,0,0,0,0,0,0,0,0,1.3,111125,1,1,1,1,1,0,0,0,647.4176286,4188.387131,647.4176286,11.85794798,232.6452845,11.85794798,4188.387131,0.628509473,232.6452845,0.034910757,1062.499096,0.15943864,592.6128606,0.0889275,3968.263991,0.59547779,30.36701471,0.004556875,103.5441299,0.015537835,0.999999978,0.00015006,5.785582975,0.000868185,79.42640199,0.011918728,91.82417038,0.013779137,9.666055776,0.003860246,36.56456989,0.014602464,647.4176286,0.097151505,11.85794798,0.001779404,163.2565961,0.024498289,78.6489574,0.011802064,605.9990034,0.090936225,4.558615282,0.000684066,18.44023054,0.002767141,0.347207665,5.21E-05,0.912733376,0.000136965,17.15983573,0.002575005,26.30543394,0.003947394,0,0,5.375622843,0.002146814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,1684,944,6256,93,171,1,9,134,143,86,62
525,25017336401,Melrose,,Middlesex,2015,4388,13.8,8.3,6.7,62194,5.6,4.2,40.5,610,57.7,42.3,1.189,20.66,379000,3.49,108700,36200,1,4260,1998,0,0,0,0,0,0,0,1,0,5.8,76854,0,1,0,1,0,0,0,1,216.5102548,3242.983349,216.5102548,42.24182951,493.5153259,42.24182951,3242.983349,0.761263697,493.5153259,0.115848668,567.9015448,0.133310222,423.4613697,0.099404077,2644.698701,0.620821291,145.0334613,0.034045413,324.6927239,0.076218949,0,0,0.828217942,0.000194417,127.7302507,0.029983627,102.3027095,0.024014721,169.9027424,0.085036408,141.9681494,0.07105513,216.5102548,0.050824003,42.24182951,0.009915922,52.1718671,0.012246917,16.48748291,0.003870301,180.2197108,0.042305096,4.527939156,0.001062897,20.1229105,0.004723688,0,0,0,0,11.63969582,0.002732323,9.000000238,0.002112676,7.457372002,0.003732418,7.183116535,0.003595153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,770,533,3453,256,360,0,1,190,156,228,193
526,25017336402,Melrose,,Middlesex,2015,5014,9.1,4.1,3.8,75974,2.1,2.7,55.1,460,57.7,42.3,1.189,20.66,286000,3.49,81900,27300,1,4557,2076,0,113,0.024797,0,0,0,0,0,0,6.1,98438,0,1,0,1,0,0,0,0,1.123033524,2435.696495,1.123033524,0.145219848,396.8340822,0.145219848,2435.696495,0.53449561,396.8340822,0.087082309,529.9600347,0.116295816,414.5895729,0.09097862,2227.05445,0.488710654,63.37901653,0.013908057,71.56098733,0.01570353,0,0,0.035311505,7.75E-06,73.66671149,0.016165616,56.32670132,0.012360479,65.18385103,0.031398772,49.31009455,0.023752454,1.123033524,0.000246441,0.145219848,3.19E-05,0.280758381,6.16E-05,0.14037919,3.08E-05,1.123033524,0.000246441,0,0,0,0,0,0,0,0,0,0,0,0,0.029214047,1.41E-05,0.024657683,1.19E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,906,796,4083,164,149,2,4,155,133,273,108
527,25017337101,Stoneham,,Middlesex,2015,3369,8.3,4.1,9.1,94444,1.4,2,71.3,280,57.7,42.3,1.189,20.66,175000,3.49,50200,16700,1,3095,1243,0,0,0,0,0,0,0,0,0,10.5,112054,0,1,0,1,0,0,0,0,244.7067088,1737.835897,244.7067088,37.42745817,305.6334975,37.42745817,1737.835897,0.561497867,305.6334975,0.098750726,384.2978405,0.124167315,313.4996296,0.101292287,1645.787524,0.531756874,20.0213659,0.006468939,45.7614648,0.014785611,0,0,2.802695213,0.000905556,23.46285256,0.007580889,28.6094099,0.009243751,25.49241666,0.020508783,98.45346901,0.079206331,244.7067088,0.079065172,37.42745817,0.012092878,59.2886855,0.01915628,38.34140921,0.012388177,228.6834412,0.073888026,2.577151775,0.000832682,11.26063478,0.003638331,0,0,0.859050632,0.000277561,1.32642575,0.000428571,3.975982025,0.001284647,0.05956373,4.79E-05,11.83832631,0.009523995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,701,545,2868,58,81,0,10,78,78,92,189
528,25017337102,Stoneham,,Middlesex,2015,4960,6.1,4.9,3,97961,1.6,2.2,83.1,300,57.7,42.3,1.189,20.66,190000,3.49,54300,18100,1,5042,1968,0,55,0.0109084,0,0,0,0,1,0,2,107019,1,1,1,1,1,0,0,1,1468.282941,4517.73173,1468.282941,102.2428764,388.6902953,102.2428764,4517.73173,0.89601978,388.6902953,0.077090499,933.7343109,0.185191256,765.6787062,0.151860116,4202.376496,0.833474117,45.12940211,0.008950695,189.5061635,0.037585514,0,0,5.993219977,0.001188659,74.72648626,0.014820803,81.19446973,0.016103624,134.2537671,0.068218378,107.729533,0.054740616,1468.282941,0.291210421,102.2428764,0.020278238,297.6303928,0.059030225,269.3822478,0.053427657,1377.455216,0.273196195,9.643037553,0.001912542,53.15316611,0.01054208,0,0,0.300774354,5.97E-05,27.73075264,0.005499951,30.20126742,0.005989938,30.78297132,0.015641754,34.45964154,0.01750998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,1065,819,4672,53,213,0,6,98,95,139,118
529,25017337201,Stoneham,,Middlesex,2015,3108,8.2,0.7,4.9,59932,1.6,1.7,53.8,250,57.7,42.3,1.189,20.66,160000,3.49,45800,15300,1,3192,1464,0,162,0.0507519,0,0,0,0,1,0,6.3,80066,0,1,0,1,0,0,0,1,0,2344.321976,0,0,427.445657,0,2344.321976,0.734436709,427.445657,0.133911547,404.2035659,0.12663019,424.6081705,0.13302261,2167.746507,0.67911858,35.91549041,0.01125172,69.16989945,0.021669768,0,0,1.041937867,0.000326422,70.44813687,0.022070218,61.45480362,0.019252758,139.6012018,0.095356012,56.5752988,0.03864433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,493,769,2953,57,103,0,2,77,80,202,79
530,25017337202,Stoneham,,Middlesex,2015,4747,7.5,5.2,1.5,69588,0.7,4.8,66.5,360,57.7,42.3,1.189,20.66,223000,3.49,63900,21300,1,4849,2062,0,11,0.0022685,0,0,0,0,1,0,0.8,110742,0,1,0,1,0,0,0,1,0,3892.020306,0,0,537.0544694,0,3892.020306,0.802643907,537.0544694,0.110755717,816.6379417,0.168413682,830.3745154,0.171246549,3632.727748,0.749170499,39.32420482,0.008109756,127.0504298,0.026201367,1,0.000206228,1.910174247,0.000393932,90.00777751,0.018562132,118.5767326,0.024453853,126.7056613,0.061447944,132.7872052,0.064397287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,966,1107,4534,52,156,1,2,104,138,163,166
531,25017337300,Stoneham,,Middlesex,2015,5568,12,9.7,5.7,81589,2.2,5.3,52.7,670,57.7,42.3,1.189,20.66,419000,3.49,120000,40000,1,5259,2257,0,16,0.0030424,0,0,0,0,0,0,5.5,91808,0,1,0,1,0,0,0,0,38.54997754,2961.292956,38.54997754,0.947111018,206.6917903,0.947111018,2961.292956,0.563090503,206.6917903,0.039302489,550.4095334,0.104660493,495.9343071,0.094302017,2684.375071,0.510434507,86.57420225,0.016462103,112.3299822,0.021359571,2.802035302,0.000532808,0.502643108,9.56E-05,74.70901565,0.014205936,92.21817616,0.017535306,66.40166567,0.029420322,72.59131301,0.032162744,38.54997754,0.007330287,0.947111018,0.000180093,9.295738995,0.001767587,7.108506203,0.001351684,35.26912665,0.006706432,0,0,3.28084895,0.000623854,0,0,0,0,0,0,1.093616337,0.000207951,0.190663368,8.45E-05,0.827482343,0.000366629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,1027,741,4740,159,174,4,6,176,243,199,131
532,25017338100,Winchester,,Middlesex,2015,3049,4.8,6.1,0.3,145000,2.2,1.1,89.3,150,57.7,42.3,1.189,20.66,92000,3.49,26300,8800,1,2964,1027,0,0,0,0,0,0,0,0,0,0.3,173910,1,1,1,1,1,0,0,0,949.3116664,2227.645353,949.3116664,92.37220777,168.1793799,92.37220777,2227.645353,0.751567258,168.1793799,0.056740681,667.5247697,0.225210786,256.6472619,0.086588145,1854.684826,0.625737121,20.53382037,0.00692774,271.6039978,0.091634277,0,0,5,0.00168691,75.82273032,0.025581218,50.34398391,0.01698515,27.07491044,0.026363107,18.71930643,0.018227173,949.3116664,0.320280589,92.37220777,0.031164712,277.1304299,0.093498796,128.4743289,0.043344915,770.93595,0.260099848,14.1930796,0.004788488,136.3296963,0.045995174,0,0,0,0,27.85294474,0.00939708,18.66704035,0.006297922,14.44243251,0.014062739,7.998624986,0.00778834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,866,348,2439,36,377,0,5,107,72,31,24
533,25017338200,Winchester,,Middlesex,2015,4079,7.5,5.6,4.3,96688,1.6,2.4,75.2,310,57.7,42.3,1.189,20.66,192000,3.49,54900,18300,1,3869,1514,0,202,0.0522099,0,0,0,0,0,0,3.2,114421,0,1,0,1,0,0,0,0,38.94923544,1701.506188,38.94923544,1.719138652,65.46470775,1.719138652,1701.506188,0.43977932,65.46470775,0.016920317,470.0243715,0.121484717,238.0801266,0.061535313,1185.430732,0.306392022,48.64718921,0.012573582,394.8663657,0.102059024,0,0,0,0,72.56190512,0.018754692,40.27615879,0.010409966,29.62860385,0.019569752,13.52645587,0.008934251,38.94923544,0.010067003,1.719138652,0.000444337,9.677918792,0.002501401,4.342137694,0.001122289,31.86598635,0.008236233,0.396552265,0.000102495,5.356556177,0.001384481,0,0,0,0,1.330140471,0.000343794,0.147793382,3.82E-05,0.834072739,0.000550907,0.315893233,0.000208648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,941,645,2901,101,714,1,2,150,100,71,35
534,25017338300,Winchester,,Middlesex,2015,3213,9.1,10.3,1.3,121184,1.5,2,72.3,290,57.7,42.3,1.189,20.66,183000,3.49,52500,17500,1,3180,1175,0,118,0.0371069,0,0,0,0,0,0,1.1,166250,0,1,0,1,0,0,0,0,0,2116.774935,0,0,132.1004333,0,2116.774935,0.665652495,132.1004333,0.041541017,692.4128794,0.217739899,304.5865339,0.095781929,2008.644755,0.631649294,10.65800818,0.003351575,62.88896466,0.019776404,1,0.000314465,1.855842132,0.000583598,31.72735579,0.009977156,30.54050473,0.009603932,97.39243463,0.082887178,14.97200881,0.012742135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,901,651,2977,29,123,1,3,47,56,150,23
