County,Inspection_Grade,Inspection Date,Owner_Name,Trade_Name,Street,City,State Code,Zip_Code,Deficiency Number,Deficiency Description,Location 1
Kings,B,11/26/18,BRIGHTON BAZAAR INC,BRIGHTON BAZAAR,1007 BRIGHTON BEACH AVE,BROOKLYN,NY,11235,06A,Potentially hazardous foods are not cooled by an approved method where the product temperature can be reduced to 70?F or less within two hours and 41?F or less within an additional 4 hours,"1007 BRIGHTON BEACH AVE
BROOKLYN, NY 11235
(40.578152, -73.959054)"
Kings,C,9/17/18,CORNER Z SUPER MARKET INC,Z AMAZING DEALS,2845 CONEY ISLAND AVE,BROOKLYN,NY,11235,06B,Potentially hazardous foods are not stored at safe temperatures,"2845 CONEY ISLAND AVE
BROOKLYN, NY 11235
(40.587073, -73.960277)"
Kings,C,8/29/18,BRIGHTON FINEST GOURMET DELI CORP,BRIGHTON FINEST GOURMET,291 BRIGHTON BEACH AVE,BROOKLYN,NY,11235,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","291 BRIGHTON BEACH AVE
BROOKLYN, NY 11235
(40.576996, -73.96433)"
Kings,C,8/8/18,CIRCLE PLAZA DELI INC,CIRCLE PLAZA DELI,1747 FULTON ST,BROOKLYN,NY,11233,06B,Potentially hazardous foods are not stored at safe temperatures,"1747 FULTON ST
BROOKLYN, NY 11233
(40.679282, -73.929128)"
Kings,B,10/26/18,FULTON 3104 MEAT CORP,SHOP FARE,3104 FULTON STREET,BROOKLYN,NY,11208,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","3104 FULTON STREET
BROOKLYN, NY 11208
(40.681277, -73.880471)"
Kings,C,7/25/18,CLARENDON OF KINGS DELI AND GRILL,CLARENDON OF KINGS DELI,3522 CLARENDON RD,BROOKLYN,NY,11203,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","3522 CLARENDON RD
BROOKLYN, NY 11203
(40.64359, -73.943177)"
Kings,B,9/21/18,BROOKLYN BEST DELI INC,BROOKLYN BEST DELI,912 FULTON ST,BROOKLYN,NY,11238,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","912 FULTON ST
BROOKLYN, NY 11238
(40.682988, -73.964517)"
Kings,C,10/3/18,BRIGHTON FOOD GROUP INC,BRIGHTON FOOD GROUP,281-285 BRIGHTON BEACH AVENUE,BROOKLYN,NY,11235,06B,Potentially hazardous foods are not stored at safe temperatures,"281 285 BRIGHTON BEACH AVENUE
BROOKLYN, NY 11235
(40.576939, -73.964591)"
Kings,C,7/30/18,BROOKLYN FINEST DELI CORP,BROOKLYN FINEST DELI,932 BROADWAY,BROOKLYN,NY,11206,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","932 BROADWAY
BROOKLYN, NY 11206
(40.697131, -73.935519)"
Kings,C,9/24/18,HOYT FOOD & SUPERMARKET CORP,HOYT FOOD & SUPERMARKET,196 HOYT STREET,BROOKLYN,NY,11217,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","196 HOYT STREET
BROOKLYN, NY 11217
(40.684309, -73.989328)"
Kings,C,11/29/18,CHECO FOOD CORP,CHECO FOOD,4201 FARRAGUT RD,BROOKLYN,NY,11203,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","4201 FARRAGUT RD
BROOKLYN, NY 11203
(40.636992, -73.93641)"
Kings,C,11/13/18,FIVE BROTHERS SEAFOOD MARKET INC,FIVE BROTHERS SEAFOOD M,5803 8TH AVE,BROOKLYN,NY,11220,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","5803 8TH AVE
BROOKLYN, NY 11220
(40.636507, -74.008503)"
Kings,B,7/25/18,FRESH DELI LINE INC,FRESH DELI LINE,1492 FULTON ST,BROOKLYN,NY,11216,02D,Other adulterated / unfit foods or ingredients,"1492 FULTON ST
BROOKLYN, NY 11216
(40.679932, -73.941032)"
Kings,B,11/1/18,DANILOS DELI GROCERY CORP,DANILOS DELI GROCERY CO,731 HEGEMAN AVE,BROOKLYN,NY,11207,06B,Potentially hazardous foods are not stored at safe temperatures,"731 HEGEMAN AVE
BROOKLYN, NY 11207
(40.66285, -73.88489)"
Kings,C,9/13/18,FIVE UNITED MARKET INC,FIVE UNITED MARKET,5704 8TH AVE,BROOKLYN,NY,11220,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","5704 8TH AVE
BROOKLYN, NY 11220
(40.637063, -74.007911)"
Kings,C,5/9/18,CLAY DELI GROCERY INC,CLAY DELI GROCERY,1115 MANHATTAN AVE,BROOKLYN,NY,11222,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1115 MANHATTAN AVE
BROOKLYN, NY 11222
(40.736694, -73.955326)"
Kings,C,4/5/18,CEPIN HAROLD,VICTOR GROCERY,4408 CHURCH AVE,BROOKLYN,NY,11203,06B,Potentially hazardous foods are not stored at safe temperatures,"4408 CHURCH AVE
BROOKLYN, NY 11203
(40.651487, -73.93571)"
Kings,C,4/16/18,COMMUNITY DELI GOURMET CORP,COMMUNITY DELI GOURMET,142-144 DECATUR ST,BROOKLYN,NY,11233,06B,Potentially hazardous foods are not stored at safe temperatures,"142 144 DECATUR ST
BROOKLYN, NY 11233
(40.680991, -73.93744)"
Kings,C,7/17/18,COTTI AL FORNO INC,COTTI AL FORNO,200 AVE S ,BROOKLYN,NY,11223,06B,Potentially hazardous foods are not stored at safe temperatures,"200 AVE S
BROOKLYN, NY 11223
(40.601178, -73.978062)"
Kings,B,11/23/18,CJ FISH MARKET CORP,OCEAN FISH MARKET,413 5TH AVE,BROOKLYN,NY,11215,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","413 5TH AVE
BROOKLYN, NY 11215
(40.670067, -73.985547)"
Kings,B,8/15/18,FAMOUS DELI & GRILL INC,FAMOUS DELI & GRILL,116 GRAHAM AVE,BROOKLYN,NY,11206,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","116 GRAHAM AVE
BROOKLYN, NY 11206
(40.70547, -73.942899)"
Kings,C,8/29/18,BRIGHTON FINEST GOURMET DELI CORP,BRIGHTON FINEST GOURMET,291 BRIGHTON BEACH AVE,BROOKLYN,NY,11235,06B,Potentially hazardous foods are not stored at safe temperatures,"291 BRIGHTON BEACH AVE
BROOKLYN, NY 11235
(40.576996, -73.96433)"
Kings,C,6/28/18,CON MIN DELI & GRILL CORP,CON MIN DELI & GRILL,399 NOSTRAND AVE,BROOKLYN,NY,11216,06B,Potentially hazardous foods are not stored at safe temperatures,"399 NOSTRAND AVE
BROOKLYN, NY 11216
(40.684098, -73.950303)"
Kings,C,10/3/18,BRIGHTON FOOD GROUP INC,BRIGHTON FOOD GROUP,281-285 BRIGHTON BEACH AVENUE,BROOKLYN,NY,11235,08B,"Hot-holding equipment improperly designed, maintained, or operated to keep hot foods at 135?F or above","281 285 BRIGHTON BEACH AVENUE
BROOKLYN, NY 11235
(40.576939, -73.964591)"
Kings,C,4/5/18,CEPIN HAROLD,VICTOR GROCERY,4408 CHURCH AVE,BROOKLYN,NY,11203,02D,Other adulterated / unfit foods or ingredients,"4408 CHURCH AVE
BROOKLYN, NY 11203
(40.651487, -73.93571)"
Kings,C,9/13/18,FORUM SUPERMARKET INC,FORUM SUPERMARKET,6501 7TH AVE,BROOKLYN,NY,11220,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","6501 7TH AVE
BROOKLYN, NY 11220
(40.633559, -74.014983)"
Kings,C,3/13/18,GARDEN BASKET MARKET CORP,GARDEN BASKET MARKET,354 LEWIS AVE,BROOKLYN,NY,11233,06B,Potentially hazardous foods are not stored at safe temperatures,"354 LEWIS AVE
BROOKLYN, NY 11233
(40.683372, -73.935126)"
Kings,B,6/8/18,DUHA CORP,HAS MARKET,201 NEPTUNE AVE,BROOKLYN,NY,11235,06B,Potentially hazardous foods are not stored at safe temperatures,"201 NEPTUNE AVE
BROOKLYN, NY 11235
(40.581781, -73.960783)"
Kings,C,10/30/18,CLASSIC DELI CORP,CLASSIC DELI,125 KINGSTON AVE,BROOKLYN,NY,11213,02D,Other adulterated / unfit foods or ingredients,"125 KINGSTON AVE
BROOKLYN, NY 11213
(40.675522, -73.941612)"
Kings,B,11/14/18,CHERRY VALLEY MARKET PLACE,CHERRY VALLEY MARKET,925 CRESCENT ST,BROOKLYN,NY,11208,03C,Food handlers do not wash hands thoroughly after contaminating them,"925 CRESCENT ST
BROOKLYN, NY 11208
(40.664809, -73.867361)"
Kings,C,10/30/18,CLASSIC DELI CORP,CLASSIC DELI,125 KINGSTON AVE,BROOKLYN,NY,11213,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","125 KINGSTON AVE
BROOKLYN, NY 11213
(40.675522, -73.941612)"
Kings,C,4/11/18,CAVATAIO SALVATORE&LORENZO,PREZIOSO BROS BAKERY,5110 AVENUE N,BROOKLYN,NY,11234,03C,Food handlers do not wash hands thoroughly after contaminating them,"5110 AVENUE N
BROOKLYN, NY 11234
(40.619037, -73.925511)"
Kings,B,10/24/18,DOUBLE A & H DELI CORP,DOUBLE A & H DELI,960 MYRTLE AVENEUE,BROOKLYN,NY,11206,06B,Potentially hazardous foods are not stored at safe temperatures,"960 MYRTLE
BROOKLYN, NY 11206
(40.696081, -73.943094)"
Kings,B,10/18/18,LA TORRE BROTHERS INC,LA TORRE BROTHERS,4518 AVENUE N,BROOKLYN,NY,11234,06B,Potentially hazardous foods are not stored at safe temperatures,"4518 AVENUE N
BROOKLYN, NY 11234
(40.618693, -73.931063)"
Kings,C,9/7/18,LOVE EXPRESS DELI CORP,LOVE EXPRESS DELI,214 UTICA AVE,BROOKLYN,NY,11213,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","214 UTICA AVE
BROOKLYN, NY 11213
(40.671634, -73.930857)"
Kings,C,11/8/18,KHIMS ORGANIC IV INC,KHIMS MILLENNIUM MARKET,111 LAWRENCE ST,BROOKLYN,NY,11201,05B,Critical Processing or Salvaging Parameters are not met,"111 LAWRENCE ST
BROOKLYN, NY 11201
(40.692681, -73.986239)"
Kings,C,11/14/18,MAHBEER CONVENIENCE INC,MAHBEER CONVENIENCE,2321 65TH STREET,BROOKLYN,NY,11204,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","2321 65TH STREET
BROOKLYN, NY 11204
(40.612166, -73.978635)"
Kings,B,9/5/18,LILY FRUIT&VEGETABLE INC,LILY FRUIT&VEGETABLE,1932 FULTON STREET,BROOKLYN,NY,11233,06B,Potentially hazardous foods are not stored at safe temperatures,"1932 FULTON STREET
BROOKLYN, NY 11233
(40.678877, -73.921791)"
Kings,C,8/7/18,LICEY GROCERY CORP,LICEY GROCERY,222 MANHATTAN AVE,BROOKLYN,NY,11206,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","222 MANHATTAN AVE
BROOKLYN, NY 11206
(40.710834, -73.945494)"
Kings,C,9/26/18,MACARENO CENTRAL INC,MACARENO CENTRAL,6810 4TH AVENUE,BROOKLYN,NY,11220,06B,Potentially hazardous foods are not stored at safe temperatures,"6810 4TH AVENUE
BROOKLYN, NY 11220
(40.63506, -74.023342)"
Kings,C,8/24/18,LINDEN DELI INC,LINDEN DELI,2602 LINDEN BLVD,BROOKLYN,NY,11208,06B,Potentially hazardous foods are not stored at safe temperatures,"2602 LINDEN BLVD
BROOKLYN, NY 11208
(40.668473, -73.868487)"
Kings,C,11/14/18,MAX BINIK Z L CORP,KRM SUPERMARKET,1325 39TH ST,BROOKLYN,NY,11218,05B,Critical Processing or Salvaging Parameters are not met,"1325 39TH ST
BROOKLYN, NY 11218
(40.640245, -73.985664)"
Kings,C,10/9/18,GOOD FOOD FOR LESS LLC,GOOD FOOD FORLESS,412 E 83RD ST,BROOKLYN,NY,11236,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","412 E 83RD ST
BROOKLYN, NY 11236
(40.642609, -73.917359)"
Kings,B,9/19/18,J&L GROCERY AND DELI CORP,J&L GROCERY AND DELI,915 BROADWAY,BROOKLYN,NY,11206,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","915 BROADWAY
BROOKLYN, NY 11206
(40.697601, -73.936365)"
Kings,B,11/16/18,GOLDEN BOYS GROUP INC,GOLDEN BOYS GROUP,416 CRESCENT ST,BROOKLYN,NY,11208,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","416 CRESCENT ST
BROOKLYN, NY 11208
(40.678393, -73.870739)"
Kings,B,9/7/18,GUSHO PIZZA DELI GROCERY INC,GUSHO PIZZA DELI GROCER,1747 FULTON ST,BROOKLYN,NY,11233,02D,Other adulterated / unfit foods or ingredients,"1747 FULTON ST
BROOKLYN, NY 11233
(40.679282, -73.929128)"
Kings,C,7/30/18,MEHUDER MEATS POULTRY & MORE LLC,MEHUDER MEATS POULTRY &,4013 13TH AVE,BROOKLYN,NY,11218,05B,Critical Processing or Salvaging Parameters are not met,"4013 13TH AVE
BROOKLYN, NY 11218
(40.639833, -73.987117)"
Kings,C,8/7/18,LA FINQUITA #1 CORP,LA FINQUITA #1,388 RIDGEWOOD AVE,BROOKLYN,NY,11208,06B,Potentially hazardous foods are not stored at safe temperatures,"388 RIDGEWOOD AVE
BROOKLYN, NY 11208
(40.684998, -73.874408)"
Kings,B,11/1/18,JIA SHENG GROCERY INC,JIA SHENG GROCERY,4717 8TH AVE,BROOKLYN,NY,11220,06B,Potentially hazardous foods are not stored at safe temperatures,"4717 8TH AVE
BROOKLYN, NY 11220
(40.64244, -74.002343)"
Kings,C,9/24/18,HOYT FOOD & SUPERMARKET CORP,HOYT FOOD & SUPERMARKET,196 HOYT STREET,BROOKLYN,NY,11217,06B,Potentially hazardous foods are not stored at safe temperatures,"196 HOYT STREET
BROOKLYN, NY 11217
(40.684309, -73.989328)"
Kings,C,10/12/18,JSS MANHATTAN FRUIT INC,JSS MANHATTAN FRUIT,678 MANHATTAN AVE,BROOKLYN,NY,11222,06B,Potentially hazardous foods are not stored at safe temperatures,"678 MANHATTAN AVE
BROOKLYN, NY 11222
(40.724964, -73.95148)"
Kings,C,11/1/18,LONG FA MARKET INC,LONG FA MARKET,4423 8TH AVE,BROOKLYN,NY,11220,06B,Potentially hazardous foods are not stored at safe temperatures,"4423 8TH AVE
BROOKLYN, NY 11220
(40.643991, -74.000747)"
Kings,C,7/5/18,GRAHAM STOP ONE DELI INC,GRAHAM STOP ONE DELI,146 GRAHAM AVE,BROOKLYN,NY,11206,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","146 GRAHAM AVE
BROOKLYN, NY 11206
(40.706482, -73.94306)"
Kings,B,11/29/18,MAGIC GROCERY CORP,MAGIC GROCERY,301 CHURCH AVENUE,BROOKLYN,NY,11218,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","301 CHURCH AVENUE
BROOKLYN, NY 11218
(40.643739, -73.977212)"
Kings,B,3/13/18,LA NUEVA NAGUA GROCERY & DELI COR,LA NUEVA NAGUA GROCERY,3 SOMERS STREET,BROOKLYN,NY,11233,02D,Other adulterated / unfit foods or ingredients,"3 SOMERS STREET
BROOKLYN, NY 11233
(40.678503, -73.912989)"
Kings,C,10/30/18,MENDEZ DELI GROCERY CORP,MENDEZ DELI GROCERY,5424 3RD AVE,BROOKLYN,NY,11220,06B,Potentially hazardous foods are not stored at safe temperatures,"5424 3RD AVE
BROOKLYN, NY 11220
(40.64507, -74.017574)"
Kings,C,8/7/18,MARLBORO DELI & GRILL CORP,MARLBORO DELI & GRILL,2835 86TH ST,BROOKLYN,NY,11223,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","2835 86TH ST
BROOKLYN, NY 11223
(40.592421, -73.978095)"
Kings,B,2/9/18,L&S 5311 FOOD CORP,CTOWN,5311 CHURCH AVE,BROOKLYN,NY,11203,02D,Other adulterated / unfit foods or ingredients,"5311 CHURCH AVE
BROOKLYN, NY 11203
(40.65236, -73.927)"
Kings,C,8/2/18,KEYSTONE MANAGEMENT INC,KEYSTONE MANAGEMENT,89 LAFAYETTE AVE,BROOKLYN,NY,11217,06B,Potentially hazardous foods are not stored at safe temperatures,"89 LAFAYETTE AVE
BROOKLYN, NY 11217
(40.687171, -73.974797)"
Kings,B,6/13/18,LUCY DELI GROCERY CORP,LUCY DELI GROCERY,85 EUCLID AVE,BROOKLYN,NY,11208,02D,Other adulterated / unfit foods or ingredients,"85 EUCLID AVE
BROOKLYN, NY 11208
(40.686612, -73.874984)"
Kings,C,9/12/18,MAMA O'S PREMIUM KIMCHI INC,MAMA O'S PREMIUM KIMCHI,630 FLUSHING AVE STE 810,BROOKLYN,NY,11206,05B,Critical Processing or Salvaging Parameters are not met,"630 FLUSHING AVE
BROOKLYN, NY 11206
(40.699997, -73.948214)"
Kings,B,7/18/18,MALCOLM X SHOP SMART CORP,MALCOLM X SHOP SMART,297 MALCOLM X BLVD,BROOKLYN,NY,11233,06B,Potentially hazardous foods are not stored at safe temperatures,"297 MALCOLM X BLVD
BROOKLYN, NY 11233
(40.681853, -73.928846)"
Kings,C,8/2/18,LEWIS AVENUE GROCERY CORP,LEWIS AVENUE GROCERY,98 1/2 LEWIS AVE,BROOKLYN,NY,11206,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","98 1 2 LEWIS AVE
BROOKLYN, NY 11206
(40.694045, -73.937258)"
Kings,C,7/23/18,GUERRERO EPIFANIO,GUERRERO DELI GROCERY,1627 MERMAID AVE,BROOKLYN,NY,11224,02D,Other adulterated / unfit foods or ingredients,"1627 MERMAID AVE
BROOKLYN, NY 11224
(40.576642, -73.984565)"
Kings,C,9/25/18,MARSIEL SERVICES CENTER INC,MARSIEL SERVICES CENTER,336 CENTRAL AVE,BROOKLYN,NY,11221,06B,Potentially hazardous foods are not stored at safe temperatures,"336 CENTRAL AVE
BROOKLYN, NY 11221
(40.695258, -73.920186)"
Kings,B,10/30/18,GREENPOINT NATURAL MARKET INC,GREENPOINT NATURAL MARK,1021 MANHATTAN AVE,BROOKLYN,NY,11222,08A,Potentially hazardous foods are being kept below 135?F during hot-holding (rare roast beef may be served at 130?F or above),"1021 MANHATTAN AVE
BROOKLYN, NY 11222
(40.733905, -73.954856)"
Kings,B,7/3/18,KENNY GROCERY & DELI CORP,KENNY GROCERY & DELI 12,448 HERZL STREET,BROOKLYN,NY,11212,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","448 HERZL STREET
BROOKLYN, NY 11212
(40.658909, -73.912849)"
Kings,B,3/16/18,LOS BROTHER GROCERY CORP,LOS BROTHER GROCERY,608 NEW YORK AVE,BROOKLYN,NY,11203,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","608 NEW YORK AVE
BROOKLYN, NY 11203
(40.659739, -73.947613)"
Kings,C,9/27/18,KING STAR CORP,ON THE GO GRILL & DELI,4722 AVE D,BROOKLYN,NY,11203,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","4722 AVE
BROOKLYN, NY 11203
(40.642002, -73.931437)"
Kings,C,10/22/18,J&Y DELI & MINI MARKET CORP,J&Y DELI & MINI MARKET,608 NEW LOTS AVENUE,BROOKLYN,NY,11207,08A,Potentially hazardous foods are being kept below 135?F during hot-holding (rare roast beef may be served at 130?F or above),"608 NEW LOTS AVENUE
BROOKLYN, NY 11207
(40.664654, -73.886695)"
Kings,C,7/30/18,MEHUDER MEATS POULTRY & MORE LLC,MEHUDER MEATS POULTRY &,4013 13TH AVE,BROOKLYN,NY,11218,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","4013 13TH AVE
BROOKLYN, NY 11218
(40.639833, -73.987117)"
Kings,B,10/30/18,GREENPOINT NATURAL MARKET INC,GREENPOINT NATURAL MARK,1021 MANHATTAN AVE,BROOKLYN,NY,11222,06B,Potentially hazardous foods are not stored at safe temperatures,"1021 MANHATTAN AVE
BROOKLYN, NY 11222
(40.733905, -73.954856)"
Kings,B,11/6/18,GREEN MANGO TREE INC,GREEN MANGO TREE,784 NOSTRAND AVE,BROOKLYN,NY,11216,06B,Potentially hazardous foods are not stored at safe temperatures,"784 NOSTRAND AVE
BROOKLYN, NY 11216
(40.671915, -73.950303)"
Kings,C,11/14/18,KING STAR NOSTRAND DELI CORP,KING STAR NOSTRAND DELI,1559 NOSTRAND AVE,BROOKLYN,NY,11226,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1559 NOSTRAND AVE
BROOKLYN, NY 11226
(40.647959, -73.949241)"
Kings,B,8/14/18,MARCY DELI & GRILL CORP,MARCY DELI & GRILL,499 MARCY AVE,BROOKLYN,NY,11206,08A,Potentially hazardous foods are being kept below 135?F during hot-holding (rare roast beef may be served at 130?F or above),"499 MARCY AVE
BROOKLYN, NY 11206
(40.698153, -73.949762)"
Kings,B,11/16/18,GOLDEN BOYS GROUP INC,GOLDEN BOYS GROUP,416 CRESCENT ST,BROOKLYN,NY,11208,06B,Potentially hazardous foods are not stored at safe temperatures,"416 CRESCENT ST
BROOKLYN, NY 11208
(40.678393, -73.870739)"
Kings,C,8/27/18,LA FLOR DE SANTA INES INC,LA FLOR DE SANTA INES,731 CHURCH AVE,BROOKLYN,NY,11218,06B,Potentially hazardous foods are not stored at safe temperatures,"731 CHURCH AVE
BROOKLYN, NY 11218
(40.645824, -73.972169)"
Kings,C,9/11/18,GRAB & GO DELI INC,GRAB & GO DELI,207 BOND STREET,BROOKLYN,NY,11217,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","207 BOND STREET
BROOKLYN, NY 11217
(40.683003, -73.987513)"
Kings,B,9/7/18,MALCOM X GROCERY INC,MALCOLM X GROCERY,360 MALCOLM X BLVD,BROOKLYN,NY,11233,06B,Potentially hazardous foods are not stored at safe temperatures,"360 MALCOLM X BLVD
BROOKLYN, NY 11233
(40.680492, -73.928566)"
Kings,C,10/1/18,LAITH LITE DELI CORP,LAITH LITE DELI,296 NEW LOTS AVE,BROOKLYN,NY,11207,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","296 NEW LOTS AVE
BROOKLYN, NY 11207
(40.660827, -73.895362)"
Kings,B,9/10/18,LAMA TRADING II INC,NATURAL FRONTIER MARKET,1102 CORTELYOU RD,BROOKLYN,NY,11218,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1102 CORTELYOU RD
BROOKLYN, NY 11218
(40.639667, -73.967881)"
Kings,C,11/5/18,GREEN POINT DELI INC,GREEN POINT DELI,903 MANHATTAN AVE,BROOKLYN,NY,11222,08A,Potentially hazardous foods are being kept below 135?F during hot-holding (rare roast beef may be served at 130?F or above),"903 MANHATTAN AVE
BROOKLYN, NY 11222
(40.73034, -73.954285)"
Kings,C,10/11/18,LOS VECINOS DELI & GROCERY CORP,LOS VECINOS DELI & GROC,2766 PITKIN AVENUE,BROOKLYN,NY,11208,03E,"Employees handling exposed, ready-to-eat foods without an acceptable protective barrier","2766 PITKIN AVENUE
BROOKLYN, NY 11208
(40.675698, -73.869883)"
Kings,C,9/26/18,MACARENO CENTRAL INC,MACARENO CENTRAL,6810 4TH AVENUE,BROOKLYN,NY,11220,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","6810 4TH AVENUE
BROOKLYN, NY 11220
(40.63506, -74.023342)"
Kings,C,10/24/18,GREEN CORNER OF NY LLC,GREEN CORNER FISH & FAR,801 FLUSHING AVE,BROOKLYN,NY,11206,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","801 FLUSHING AVE
BROOKLYN, NY 11206
(40.701043, -73.940591)"
Kings,C,11/14/18,MAX BINIK Z L CORP,KRM SUPERMARKET,1325 39TH ST,BROOKLYN,NY,11218,06B,Potentially hazardous foods are not stored at safe temperatures,"1325 39TH ST
BROOKLYN, NY 11218
(40.640245, -73.985664)"
Kings,C,11/26/18,LEES MARKET GROUP INC,LEES FOOD MARKET,5321 8TH AVE,BROOKLYN,NY,11220,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","5321 8TH AVE
BROOKLYN, NY 11220
(40.639009, -74.005911)"
Kings,B,7/2/18,GSE MEAT MARKET INC,ANIBAL MEAT MARKET,103 MOORE ST,BROOKLYN,NY,11206,06B,Potentially hazardous foods are not stored at safe temperatures,"103 MOORE ST
BROOKLYN, NY 11206
(40.703853, -73.941527)"
Kings,B,11/7/18,KC SUPERMARKET & DELI INC,KC SUPERMARKET & DELI,2607 BEDFORD AVE,BROOKLYN,NY,11226,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","2607 BEDFORD AVE
BROOKLYN, NY 11226
(40.639758, -73.954181)"
Kings,B,10/15/18,J&A GLATT MEATS INC,PRIME CUT THE,431 AVENUE U,BROOKLYN,NY,11223,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","431 AVENUE
BROOKLYN, NY 11223
(40.597549, -73.96811)"
Kings,C,11/1/18,LONG FA MARKET INC,LONG FA MARKET,4423 8TH AVE,BROOKLYN,NY,11220,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","4423 8TH AVE
BROOKLYN, NY 11220
(40.643991, -74.000747)"
Kings,B,7/3/18,KENNY GROCERY & DELI CORP,KENNY GROCERY & DELI 12,448 HERZL STREET,BROOKLYN,NY,11212,06B,Potentially hazardous foods are not stored at safe temperatures,"448 HERZL STREET
BROOKLYN, NY 11212
(40.658909, -73.912849)"
Kings,B,7/23/18,LS EL MUNDO MUSICAL INC,LS DELI & GROCERY MULTI,789 MCDONALD AVE,BROOKLYN,NY,11218,06B,Potentially hazardous foods are not stored at safe temperatures,"789 MCDONALD AVE
BROOKLYN, NY 11218
(40.634823, -73.977922)"
