scope,emissions_category,emissions_source,sub_activity,activity,sub_bu,last_bu,bu,value
Scope 3,Purchased Goods and Services,Expenses - Production,Visual Effects,Production Self Mng,PG&S,Self Mng. PG&S,Production,12.8074993
Scope 3,Transportation and Distribution,Expenses - Production,Visual Effects,Production Self Mng,PG&S,Self Mng. PG&S,Production,1.70766658
Scope 3,Purchased Goods and Services,Expenses - Production,Visual Effects,Production Self Mng,PG&S,Self Mng. PG&S,Production,3.34456434
Scope 3,Transportation and Distribution,Expenses - Production,Visual Effects,Production Self Mng,PG&S,Self Mng. PG&S,Production,0.44594191
Scope 3,Purchased Goods and Services,Expenses - Production,Visual Effects,Production Self Mng,PG&S,Self Mng. PG&S,Production,341.779817
Scope 3,Transportation and Distribution,Expenses - Production,Visual Effects,Production Self Mng,PG&S,Self Mng. PG&S,Production,0
Scope 3,Purchased Goods and Services,Expenses - Production,Visual Effects,Production Self Mng,PG&S,Self Mng. PG&S,Production,187.93826
Scope 3,Transportation and Distribution,Expenses - Production,Visual Effects,Production Self Mng,PG&S,Self Mng. PG&S,Production,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Outside Services,Corporate,PG&S,Corp. PG&S,Corporate Operations,18.31921
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Outside Services,Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Marketing Programs,Corporate,PG&S,Corp. PG&S,Corporate Operations,3953.27525
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Marketing Programs,Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Marketing Programs,Corporate,PG&S,Corp. PG&S,Corporate Operations,4697.55649
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Marketing Programs,Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Marketing Programs,Corporate,PG&S,Corp. PG&S,Corporate Operations,15913.6348
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Marketing Programs,Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Production,Visual Effects,Production Self Mng,PG&S,Self Mng. PG&S,Production,22.0164302
Scope 3,Transportation and Distribution,Expenses - Production,Visual Effects,Production Self Mng,PG&S,Self Mng. PG&S,Production,2.93552402
Scope 3,Purchased Goods and Services,Expenses - Production,Visual Effects,Production Self Mng,PG&S,Self Mng. PG&S,Production,3.621816
Scope 3,Transportation and Distribution,Expenses - Production,Visual Effects,Production Self Mng,PG&S,Self Mng. PG&S,Production,62.636112
Scope 3,Purchased Goods and Services,Expenses - Production,Visual Effects,Production Self Mng,PG&S,Self Mng. PG&S,Production,13.034694
Scope 3,Transportation and Distribution,Expenses - Production,Visual Effects,Production Self Mng,PG&S,Self Mng. PG&S,Production,0
Scope 2,Purchased Grid Electricity,Electric - Billboards,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,2.17175
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,613.963169
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,2869.36451
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,1357.76149
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,696.411628
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,1740.55792
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,282.360235
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,814.609628
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,4614.60978
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,3317.10794
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,2856.44223
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,2254.75093
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,1065.22748
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,488.341341
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,1175.19863
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,1641.71977
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,2276.35628
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,545.019688
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,79.3242454
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,361.917212
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,172.959432
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,354.71289
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,726.843283
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,1135.65405
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,293.731421
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,89.9820977
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,76.0412093
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,1757.09522
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,418.008821
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Upstream Losses,Electric - Billboards,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,0.44268108
Scope 3,Upstream Losses,Electric - Billboards,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,0.02729845
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,170.133672
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,143.774934
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,55.486162
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,46.8897144
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,327.810871
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,318.951118
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,104.0205
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,101.209135
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,1090.17507
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,1060.71088
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,90.6278962
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,88.1784936
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,645.11397
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,272.033494
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,3367.33352
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,1429.93178
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,2579.13661
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,4218.41835
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,616.941284
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,1974.77581
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,1668.82463
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,34.4135026
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Office and Employee Expenses,Corporate,PG&S,Corp. PG&S,Corporate Operations,130.08304
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Admin & Misc.,Corporate,PG&S,Corp. PG&S,Corporate Operations,28499.1522
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Admin & Misc.,Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Admin & Misc.,Corporate,PG&S,Corp. PG&S,Corporate Operations,79.6263558
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Admin & Misc.,Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Admin & Misc.,Corporate,PG&S,Corp. PG&S,Corporate Operations,4494.00151
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,Admin & Misc.,Corporate,PG&S,Corp. PG&S,Corporate Operations,0
Scope 3,Purchased Goods and Services,Expenses - Corporate OpEx,Outside Services,Corporate,PG&S,Corp. PG&S,Corporate Operations,16280.9907
